location_key,country_name,iso_3166_1_alpha_3,population_male,population_female,date,new_tested,new_confirmed,new_deceased,search_trends_cough,search_trends_fever,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,cumulative_confirmed,cumulative_persons_fully_vaccinated,hdi,new_persons_vaccinated,new_persons_fully_vaccinated,adult_male_mortality_rate,adult_female_mortality_rate,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,new_recovered,new_intensive_care_patients,Rank,CCA3,Country/Territory,Capital,Continent,2022 Population,2020 Population,2015 Population,2010 Population,2000 Population,1990 Population,1980 Population,1970 Population,Area (km²),Density (per km²),Growth Rate,World Population Percentage,GDP 1960,GDP 1961,GDP 1962,GDP 1963,GDP 1964,GDP 1965,GDP 1966,GDP 1967,GDP 1968,GDP 1969,GDP 1970,GDP 1971,GDP 1972,GDP 1973,GDP 1974,GDP 1975,GDP 1976,GDP 1977,GDP 1978,GDP 1979,GDP 1980,GDP 1981,GDP 1982,GDP 1983,GDP 1984,GDP 1985,GDP 1986,GDP 1987,GDP 1988,GDP 1989,GDP 1990,GDP 1991,GDP 1992,GDP 1993,GDP 1994,GDP 1995,GDP 1996,GDP 1997,GDP 1998,GDP 1999,GDP 2000,GDP 2001,GDP 2002,GDP 2003,GDP 2004,GDP 2005,GDP 2006,GDP 2007,GDP 2008,GDP 2009,GDP 2010,GDP 2011,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP 2016,inflation 2017,inflation 2018,inflation 2019,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other,Per Capita,TradeValue in 1000 USD
NZ,New Zealand,NZL,2370163,2452070,2020-07-06,1850,3,0,10.49,5.08,-9.0,-10.0,-43.0,-33.0,-4.0,6.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-10-02,6359,2,0,6.57,4.52,2.0,-2.0,-5.0,-31.0,-11.0,5.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-11-14,6322,3,0,7.86,6.0,6.0,-1.0,14.0,-28.0,-4.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-08-01,2409,2,0,6.64,4.66,7.0,-1.0,1.0,-25.0,-5.0,4.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-11-23,3274,10,0,9.77,5.51,-1.0,-5.0,-7.0,-24.0,13.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,1,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-09-08,8016,6,0,7.46,4.96,-11.0,-7.0,-1.0,-36.0,-4.0,5.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-08-20,14662,7,0,8.3,5.1,-29.0,-14.0,-34.0,-53.0,-16.0,12.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,1,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-08-11,4164,5,0,9.29,6.44,-11.0,-9.0,-23.0,-25.0,-1.0,4.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-07-05,2611,3,0,10.27,5.0,-4.0,-8.0,-43.0,-38.0,-10.0,5.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-09-13,3862,1,0,7.83,5.06,-3.0,-5.0,-11.0,-41.0,-14.0,3.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-12-05,6047,0,0,8.05,5.36,10.0,1.0,-5.0,-26.0,3.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-11-12,6581,4,0,8.53,5.78,3.0,0.0,-2.0,-25.0,4.0,1.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-09-14,3931,5,0,7.49,5.05,-10.0,-9.0,-10.0,-31.0,11.0,2.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-11-01,3046,3,0,9.39,5.46,2.0,-4.0,-3.0,-29.0,-7.0,3.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-09-02,10523,5,0,7.43,4.79,-11.0,-7.0,-20.0,-40.0,-5.0,6.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
NZ,New Zealand,NZL,2370163,2452070,2020-07-26,645,0,0,8.51,4.72,0.0,-4.0,-28.0,-30.0,-8.0,3.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,123.0,NZL,New Zealand,Wellington,Oceania,5185288.0,5061133.0,4590590.0,4346338.0,3855266.0,3397389.0,3147168.0,2824061.0,270467.0,19.1716,1.0108,0.07,5485854791.97096,5670064168.21773,6077496267.76294,6638937283.13963,7274144350.81809,5654463586.00366,5863733230.97616,5961418093.53003,5180597620.64135,5761588761.69421,,7912290825.15868,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20730241410.3977,23245512449.3341,24417617184.2478,24164603058.9949,24308622502.6288,21665456808.0473,24680306905.3708,30605196451.2041,40377592076.7564,45176167471.8196,43920222524.7085,45495727006.5141,42745329732.163,41649298170.9911,46775067750.6775,55315342817.0218,63918703506.9075,70140835299.0148,66074513017.7142,56227169851.0448,58761741657.5847,52623281956.7031,53872425916.6248,66628222189.3637,88250885550.2626,103905882352.941,114719425473.492,111606899682.251,137314617476.299,133279679482.674,121337372727.841,146580949348.893,168461998741.295,176192886551.397,190521142196.379,200696291789.952,175562976175.285,184969146624.47,4.5,4.21,2.24,2020,34.456753,5.755663,19.124118,7.846914,0.379157,0.780728,0.570172,6.808111,74739616.988
